Datetime,Daymet-tmax:degC,Daymet-tmin:degC,Daymet-srad:W/m2,Daymet-vp:Pa,Daymet-swe:kg/m2,Daymet-prcp:mm,Daymet-dayl:s
1987-07-24,33.99,20.96,472.28,2479.92,0,0,48282
1987-07-25,34.37,21.58,463.61,2576.63,0,0,48220.6
1987-07-26,34.59,21.93,458.32,2632.19,0,0,48157.8
1987-07-27,34.95,22.06,344.49,2651.69,0,10.45,48093.5
1987-07-28,34.93,22.18,454.15,2672.02,0,0,48027.9
1987-07-29,34.68,21.77,458.61,2606.33,0,0,47961
1987-07-30,34.47,21.91,449.77,2628.27,0,0,47892.8
1987-07-31,33.67,22.2,318.4,2675.92,0,16.41,47823.2
1987-08-01,32.8,22.42,298.01,2711.97,0,16.39,47752.5
1987-08-02,33.05,21.78,316.53,2607.67,0,14.91,47680.5
1987-08-03,33.94,22.16,322.2,2668.41,0,20.56,47607.4
1987-08-04,33.92,22.38,422.87,2704.9,0,0,47533.1
1987-08-05,34.24,22.51,424.88,2725.54,0,0,47457.6
1987-08-06,34.97,23.5,411.97,2894.57,0,0,47381.1
1987-08-07,34.62,24.04,388.84,2990.46,0,0,47303.5
1987-08-08,34.71,23.2,415.24,2843.12,0,0,47224.9
1987-08-09,36.05,23.39,434.85,2876.11,0,0,47145.3
1987-08-10,34.78,24.1,390.07,3000.75,0,0,47064.8
1987-08-11,34.63,22.4,434.64,2708.69,0,0,46983.2
1987-08-12,32.75,22.26,397.97,2685.37,0,0,46900.8
1987-08-13,29.92,22.66,226.81,2750.67,0,7.11,46817.5
1987-08-14,31.77,22.38,371.17,2704.37,0,0,46733.3
1987-08-15,34.4,20.97,464.62,2481.67,0,0,46648.4
1987-08-16,34.96,22.06,447.2,2652.75,0,0,46562.6
1987-08-17,34.52,22.16,435.54,2668.3,0,0,46476.1
1987-08-18,34.98,22.25,439.32,2682.86,0,0,46388.8
1987-08-19,35.27,22.77,429.77,2769.19,0,0,46300.8
1987-08-20,35.24,22.32,437.41,2695.44,0,0,46212.1
1987-08-21,34.18,22.15,420.39,2667.7,0,0,46122.7
1987-08-22,34.23,22.46,413.62,2717.66,0,0,46032.8
1987-08-23,33.36,23.12,375.93,2828.38,0,0,45942.2
1987-08-24,33.96,22.06,419.75,2652.52,0,0,45851
1987-08-25,34.12,21.49,436.81,2561.95,0,0,45759.2
1987-08-26,34.56,21.86,435.08,2620.2,0,0,45667
1987-08-27,34.62,22.64,416.3,2747.55,0,0,45574.2
1987-08-28,34.2,23.09,395.86,2822.83,0,0,45480.9
1987-08-29,34.55,22.23,318.95,2679.28,0,2.36,45387.2
1987-08-30,34.79,22.73,415.68,2762.36,0,0,45293
1987-08-31,34.54,23.1,399.65,2824.65,0,0,45198.4
1987-09-01,34.8,22.11,321.29,2660.16,0,7.52,45103.4
1987-09-02,34.23,21.42,325.04,2550.07,0,5.78,45008
1987-09-03,33.23,21.7,304.61,2594.93,0,37.53,44912.2
1987-09-04,31.73,22.35,263.24,2699.71,0,5.03,44816.2
1987-09-05,32.32,21.83,286.67,2614.93,0,13.26,44719.8
1987-09-06,32.46,21.99,284.96,2640.99,0,10.58,44623.1
1987-09-07,33.17,21.3,309.95,2532.22,0,8.64,44526.2
1987-09-08,33.95,21.18,429.5,2514.13,0,0,44428.9
1987-09-09,34.76,21.84,425.66,2616.55,0,0,44331.5
1987-09-10,34.55,22.19,412.24,2673.44,0,0,44233.8
1987-09-11,33.7,22.12,395.8,2662.88,0,0,44136
1987-09-12,32.79,22.89,350.6,2789,0,0,44038
1987-09-13,34.17,22.32,394.51,2695.02,0,0,43939.8
1987-09-14,33.34,21.96,290.45,2635.84,0,4.89,43841.5
1987-09-15,33.31,21.47,398.68,2559.08,0,0,43743
1987-09-16,33.4,21.26,404.71,2526.08,0,0,43644.5
1987-09-17,33.52,21.25,406,2523.77,0,0,43545.9
1987-09-18,33.58,21.76,393.33,2604.81,0,0,43447.2
1987-09-19,34.07,21.69,403.3,2593.34,0,0,43348.5
1987-09-20,34.11,21.75,400.85,2603.37,0,0,43249.7
1987-09-21,34.1,21.57,403.07,2573.96,0,0,43150.9
1987-09-22,33.93,21.36,301.55,2541.51,0,5.59,43052.2
1987-09-23,31.55,21.29,266.14,2530.15,0,16.6,42953.4
1987-09-24,30.61,21.8,237.43,2610.32,0,4.29,42854.8
1987-09-25,31.85,21.24,364.2,2522.11,0,0,42756.1
1987-09-26,32.15,21.16,371.91,2510.79,0,0,42657.6
1987-09-27,31.97,21.5,357.56,2563.24,0,0,42559.2
1987-09-28,31.84,22.19,251.35,2672.81,0,4.72,42460.8
1987-09-29,32.5,21.14,376.98,2507.44,0,0,42362.7
1987-09-30,28.72,21.27,209.12,2526.97,0,17.98,42264.6
1987-10-01,29.89,21.67,301.68,2589.45,0,0,42166.8
1987-10-02,29.73,20.93,321.95,2475.02,0,0,42069.1
1987-10-03,29.71,19.45,364.54,2258.59,0,0,41971.7
1987-10-04,28.47,17.69,381.65,2022.6,0,0,41874.5
1987-10-05,28.6,16.28,414.36,1850.39,0,0,41777.5
1987-10-06,29.68,15.67,438.61,1779.43,0,0,41680.8
1987-10-07,29.82,15.51,439.9,1760.72,0,0,41584.4
1987-10-08,28.23,14.51,433.57,1651.46,0,0,41488.4
1987-10-09,28.45,15.7,412.17,1783.03,0,0,41392.6
1987-10-10,27.04,18.73,227.04,2160.02,0,19.23,41297.2
1987-10-11,25.49,20.49,144.92,2408.49,0,33.4,41202.2
1987-10-12,24.42,20.28,123.41,2377.58,0,72.9,41107.6
1987-10-13,24.31,18.23,241.33,2093.24,0,0,41013.4
1987-10-14,27.32,15.77,393.48,1790.87,0,0,40919.7
1987-10-15,28.15,15.9,402.49,1805.85,0,0,40826.4
1987-10-16,29.18,16.96,395.06,1932.26,0,0,40733.6
1987-10-17,29.08,17.26,385.61,1969.38,0,0,40641.3
1987-10-18,29.08,18.14,364.6,2081.6,0,0,40549.6
1987-10-19,30.17,19.21,358.52,2225.76,0,0,40458.4
1987-10-20,30.83,18.86,375.62,2177.67,0,0,40367.8
1987-10-21,30.18,18.97,361.28,2192.47,0,0,40277.8
1987-10-22,28.06,15.84,389.41,1798.77,0,0,40188.5
1987-10-23,28.56,16.29,385.22,1851.51,0,0,40099.8
1987-10-24,29.25,16.6,385.14,1888.51,0,0,40011.8
1987-10-25,28.44,17.15,359.02,1954.72,0,0,39924.5
1987-10-26,27.57,16.87,347.94,1920.24,0,0,39838
1987-10-27,27.5,15.59,371.27,1769.8,0,0,39752.2
1987-10-28,25.85,15.7,335.88,1782.69,0,0,39667.2
1987-10-29,25.02,11.82,397.74,1384.91,0,0,39583
1987-10-30,26.39,12.92,392.5,1489.61,0,0,39499.7
1987-10-31,25.62,15.98,234.66,1815.32,0,18.61,39417.3
1987-11-01,25.3,17.97,186.2,2059.28,0,25.42,39335.8
1987-11-02,25.85,19.04,173.16,2202.36,0,11.08,39255.2
1987-11-03,26.65,20.84,147.81,2461.38,0,63.4,39175.6
1987-11-04,29.5,19.85,298.99,2315.52,0,0,39097
1987-11-05,28.48,20.17,202.4,2361.83,0,7.32,39019.4
1987-11-06,27.16,19.62,254.96,2282.79,0,0.38,38942.9
1987-11-07,26.74,18.14,287.88,2080.58,0,0,38867.4
1987-11-08,28.07,17.82,323.11,2040.07,0,0,38793.1
1987-11-09,28.74,19.46,221.74,2259.47,0,6.57,38720
1987-11-10,30.15,20.39,296.85,2394.23,0,0,38648
1987-11-11,24.64,18.19,222.26,2087.39,0,0,38577.2
1987-11-12,22.1,8.43,387.42,1104.14,0,0,38507.7
1987-11-13,23.81,9.77,384.87,1208.7,0,0,38439.4
1987-11-14,26.81,13.47,363.58,1543.63,0,0,38372.5
1987-11-15,28.49,16.91,326.56,1925.65,0,0,38306.9
1987-11-16,28.77,17.9,310.87,2049.98,0,0,38242.7
1987-11-17,29.07,20.72,188.56,2442.91,0,12.16,38179.8
1987-11-18,27.68,20.23,232.73,2371.07,0,0,38118.4
1987-11-19,26.9,20.58,152.84,2421.87,0,33.99,38058.5
1987-11-20,23.99,17.07,231.91,1945.25,0,0,38000.1
1987-11-21,19.62,7.2,365.23,1015.52,0,0,37943.1
1987-11-22,23.84,8,391.57,1072.22,0,0,37887.8
1987-11-23,25.42,10.77,373.37,1291.72,0,0,37834
1987-11-24,26.08,14.67,323.64,1668.04,0,0,37781.8
1987-11-25,26.58,16.48,295.7,1874.14,0,0,37731.2
1987-11-26,25.3,18.56,162.73,2136.42,0,17.27,37682.4
1987-11-27,26.84,18.58,253.78,2139.2,0,0,37635.2
1987-11-28,27.4,17.35,293.6,1979.97,0,0,37589.8
1987-11-29,26.69,16.78,293.78,1910.29,0,0,37546
1987-11-30,21.56,11.99,301,1400.84,0,0,37504.1
1987-12-01,23.87,11.83,336.43,1386.14,0,0,37464
1987-12-02,19.68,11.1,277.1,1320.7,0,0,37425.7
1987-12-03,22.25,7.01,373.06,1001.94,0,0,37389.2
1987-12-04,24.3,9.03,365.64,1150.15,0,0,37354.6
1987-12-05,19.19,6.35,346.44,957.75,0,0,37321.9
1987-12-06,22.36,5.77,376.05,920.11,0,0,37291.1
1987-12-07,24.53,11.3,331.62,1338.51,0,0,37262.2
1987-12-08,23.92,15.1,251.18,1715.3,0,0,37235.3
1987-12-09,27.29,17.11,269.75,1950.7,0,0,37210.3
1987-12-10,27.13,16.41,279.91,1865.81,0,0,37187.3
1987-12-11,25.59,16.48,249.16,1874.29,0,0,37166.3
1987-12-12,25.56,10.15,350.02,1239.61,0,0,37147.3
1987-12-13,24.92,11.6,326.44,1365.57,0,0,37130.3
1987-12-14,26.77,11.88,339.84,1390.41,0,0,37115.4
1987-12-15,28.54,15.99,226.58,1815.81,0,7.16,37102.5
1987-12-16,20.08,13.98,184.29,1595.27,0,0,37091.7
1987-12-17,17.22,4,339.69,813.06,0,0,37082.9
1987-12-18,21.78,4.11,372.99,819.19,0,0,37076.1
1987-12-19,23.26,8.25,342.15,1090.4,0,0,37071.5
1987-12-20,25.75,12.84,305.16,1481.14,0,0,37068.9
1987-12-21,27.41,15.53,283.5,1763.64,0,0,37068.3
1987-12-22,28.36,16.75,277.77,1905.79,0,0,37069.9
1987-12-23,26.75,16.05,200.75,1823.33,0,9.34,37073.5
1987-12-24,27.18,17.82,240.05,2039.54,0,0,37079.2
1987-12-25,27.29,18.31,231.88,2102.89,0,0,37086.9
1987-12-26,27.81,15.88,286.62,1803.07,0,0,37096.7
1987-12-27,27.72,15.8,285.61,1793.8,0,0,37108.6
1987-12-28,27.39,15.01,293.56,1705.53,0,0,37122.5
1987-12-29,19.8,13.96,167.6,1593.93,0,0,37138.4
1987-12-30,20.7,6.93,332.77,996.37,0,0,37156.4
1987-12-31,22.69,9.61,318.55,1195.36,0,0,37176.4
1988-01-01,25.49,15.07,279.74,1711.94,0,0,37198.4
1988-01-02,24.6,15.87,246.17,1802.46,0,0,37222.4
1988-01-03,26.25,17.51,242.29,1999.66,0,0,37248.4
1988-01-04,23.45,17.23,138.43,1965.28,0,2.36,37276.3
1988-01-05,18.18,10.41,238.59,1261.75,0,0,37306.1
1988-01-06,22.87,9.91,334.6,1219.68,0,0,37337.9
1988-01-07,24.23,11.93,241.38,1395.37,0,2.9,37371.5
1988-01-08,25.73,16.27,263.59,1849.12,0,0,37407
1988-01-09,21.41,14.67,155.02,1668.23,0,5.89,37444.4
1988-01-10,16.95,10.52,154.76,1271.05,0,14.78,37483.6
1988-01-11,15.3,10.39,163,1259.84,0,0,37524.7
1988-01-12,22.48,6.63,377.08,976.39,0,0,37567.5
1988-01-13,23.65,8.22,371.47,1088.17,0,0,37612.1
1988-01-14,20.17,9.79,304.59,1210.22,0,0,37658.4
1988-01-15,21.12,10.85,301.2,1298.98,0,0,37706.4
1988-01-16,21.49,9.88,327.65,1217.74,0,0,37756.1
1988-01-17,22.46,10.66,330.07,1283,0,0,37807.4
1988-01-18,26.15,12.78,346.54,1475.14,0,0,37860.4
1988-01-19,26.7,13.76,339.81,1573.04,0,0,37915
1988-01-20,28.2,16.2,320.4,1840.5,0,0,37971.2
1988-01-21,27.16,16.95,217.67,1930.67,0,18.55,38028.8
1988-01-22,20.37,12.22,260.76,1422.44,0,0,38088
1988-01-23,18.54,6.51,352.9,968.19,0,0,38148.7
1988-01-24,20.48,7.61,273.29,1044.14,0,4.34,38210.8
1988-01-25,21.66,9.99,256.94,1226.26,0,4.77,38274.3
1988-01-26,15.62,3.65,362.5,793,0,0,38339.2
1988-01-27,14.57,2.03,376.26,707.18,0,0,38405.5
1988-01-28,17.18,2.03,409.13,707.04,0,0,38473.1
1988-01-29,19.82,4.57,407.16,845.97,0,0,38542
1988-01-30,23.32,9.96,375.82,1223.76,0,1.05,38612.1
1988-01-31,25.56,12.94,358.73,1490.76,0,0,38683.5
1988-02-01,26.41,14.84,336.85,1686.45,0,0,38756.1
1988-02-02,27.59,15.27,346.81,1734.07,0,0,38829.8
1988-02-03,27.83,13.8,377.67,1425.75,0,0,38904.7
1988-02-04,27.73,14.54,366.21,1443.08,0,0,38980.7
1988-02-05,25.13,13.83,340.26,1388.05,0,0,39057.7
1988-02-06,16.93,9.91,246.18,1219.56,0,0,39135.8
1988-02-07,21.04,7.3,298.15,976.84,0,32.36,39214.9
1988-02-08,21.06,9.14,272.11,1158.16,0,8.63,39295
1988-02-09,20.35,10.86,307.86,1299.98,0,0,39376.1
1988-02-10,22.06,10.99,340.9,1310.89,0,0,39458.1
1988-02-11,21.98,12.33,311.8,1432.69,0,0,39540.9
1988-02-12,20.59,10.62,328.53,1279.37,0,0,39624.7
1988-02-13,18.86,3.05,440.43,735.43,0,0,39709.2
1988-02-14,22.58,3.12,468.9,705.43,0,0,39794.6
1988-02-15,26.08,7.76,336.53,1054.64,0,9.54,39880.8
1988-02-16,19.77,8.42,359.14,1103.19,0,0,39967.7
1988-02-17,23.69,5.68,457.48,864.93,0,0,40055.3
1988-02-18,27.03,9.33,446.79,1094.97,0,0,40143.7
1988-02-19,29.09,13.89,406.94,1509.36,0,0,40232.7
1988-02-20,28.08,17.12,244.07,1951.04,0,8.57,40322.4
1988-02-21,19.16,12.79,164.93,1476.9,0,11.59,40412.7
1988-02-22,22.69,7.95,423.61,1064.4,0,0,40503.6
1988-02-23,26.37,9.55,333.13,1191.13,0,10.36,40595
1988-02-24,25.35,15.25,318.33,1731.76,0,0,40687
1988-02-25,20.35,9.21,361.35,1164.14,0,0,40779.6
1988-02-26,19.09,5.24,424.3,886.42,0,0,40872.6
1988-02-27,21.79,4.31,474.62,814.32,0,0,40966.1
1988-02-28,23.98,7.13,463.45,982.12,0,0,41060.1
1988-02-29,24.68,7.35,468.73,988.81,0,0,41154.5
1988-03-01,24.67,8.37,455.19,1068.23,0,0,41249.3
1988-03-02,25.97,8.44,469.08,1054.58,0,0,41344.5
1988-03-03,27.98,11.51,448.06,1299.88,0,0,41440.1
1988-03-04,29.74,16.06,293.48,1824.04,0,7.78,41536
1988-03-05,25.53,16.73,214.96,1904.4,0,11.37,41632.2
1988-03-06,23.23,15.89,187.88,1805.15,0,4.99,41728.7
1988-03-07,24.84,15.22,316.95,1728.23,0,0,41825.6
1988-03-08,26.46,15.68,347.27,1780.27,0,0,41922.6
1988-03-09,28.67,17.37,265.78,1982.18,0,14.25,42020
1988-03-10,23.51,16.91,231.71,1925.88,0,0,42117.5
1988-03-11,23.38,8.63,452.9,1118.87,0,0,42215.3
1988-03-12,27.04,10.41,473.12,1225.6,0,0,42313.2
1988-03-13,27.77,14.36,306.72,1634.94,0,6.03,42411.3
1988-03-14,24.28,16.95,255.76,1930.7,0,0,42509.6
1988-03-15,17.81,6.55,399.9,970.65,0,0,42607.9
1988-03-16,18.29,3.1,488.35,762.87,0,0,42706.4
1988-03-17,22.32,4.61,516.39,830.93,0,0,42805
1988-03-18,24.98,9.72,355.16,1204.52,0,35.68,42903.7
1988-03-19,20.8,11.6,257.21,1364.94,0,7.34,43002.4
1988-03-20,20.51,7.86,442.88,1062.29,0,0,43101.1
1988-03-21,22.52,5.1,522.05,878.37,0,0,43199.9
1988-03-22,25.03,6.57,525.41,972.55,0,0,43298.7
1988-03-23,26.9,11.58,472.38,1363.6,0,0,43397.4
1988-03-24,27.46,14.8,417.36,1682.23,0,0,43496.1
1988-03-25,27.93,16.32,389.03,1854.48,0,0,43594.8
1988-03-26,29.66,16.7,312.02,1899.98,0,13.46,43693.3
1988-03-27,29.05,15.58,432.18,1769.36,0,0,43791.8
1988-03-28,28.67,16.54,405.94,1880.62,0,0,43890.2
1988-03-29,28.28,16.95,390.74,1930.41,0,0,43988.5
1988-03-30,28.58,18.3,364.43,2102.51,0,0,44086.6
1988-03-31,28.02,17.22,387.02,1963.32,0,0,44184.5
1988-04-01,27.92,16.61,407.15,1888.99,0,0,44282.3
1988-04-02,28.26,17.04,407.65,1941.64,0,0,44379.8
1988-04-03,28.83,17.18,419.34,1958.88,0,0,44477.2
1988-04-04,30.09,17.56,434.73,2006.78,0,0,44574.2
1988-04-05,30.26,17.72,432.09,2026.74,0,0,44671.1
1988-04-06,31.25,15,501.91,1704.12,0,0,44767.6
1988-04-07,26.45,13.81,448.04,1578.4,0,0,44863.8
1988-04-08,25.68,11.77,480.01,1380.8,0,0,44959.7
1988-04-09,27.05,10.31,523.84,1253.38,0,0,45055.3
1988-04-10,27.64,11.77,380.39,1380.54,0,4.87,45150.5
1988-04-11,28.24,12.06,512.47,1388.84,0,0,45245.3
1988-04-12,25.08,12.04,459.39,1405.55,0,0,45339.7
1988-04-13,24.13,9.03,504.31,1149.71,0,0,45433.7
1988-04-14,25.38,8.02,538.29,1058.32,0,0,45527.2
1988-04-15,27.35,9.16,544.06,1127.45,0,0,45620.2
1988-04-16,27.9,11.15,520.61,1299.54,0,0,45712.8
1988-04-17,29.27,13.07,505.6,1477.14,0,0,45804.8
1988-04-18,31.59,14.11,515.59,1555.1,0,0,45896.2
1988-04-19,30.83,16.48,341.43,1873.6,0,7.27,45987.1
1988-04-20,30.15,16.5,445,1875.59,0,0,46077.4
1988-04-21,30.67,13.56,518.27,1472.33,0,0,46167.1
1988-04-22,31.86,12.57,546.71,1346.36,0,0,46256.1
1988-04-23,32.47,14.45,523.13,1540.18,0,0,46344.5
1988-04-24,33.33,16.82,490.14,1811.18,0,0,46432.1
1988-04-25,32.3,19.03,420.79,2174.61,0,0,46519
1988-04-26,32.89,19.78,413.74,2284.33,0,0,46605.2
1988-04-27,31.81,20.69,364.96,2438.59,0,0,46690.6
1988-04-28,31.18,15.47,484.62,1663.88,0,0,46775.2
1988-04-29,29.31,13.37,494.52,1454.16,0,0,46858.9
1988-04-30,29.15,15.14,336,1719.74,0,23.12,46941.8
1988-05-01,27.5,17.21,264.72,1962.44,0,6.25,47023.8
1988-05-02,27.5,16.42,377.52,1866.14,0,0,47104.8
1988-05-03,27.55,15.91,393.53,1806.9,0,0,47184.9
1988-05-04,28.66,14.14,462.61,1612.77,0,0,47264
1988-05-05,29.75,14.74,468.22,1675.92,0,0,47342.1
1988-05-06,28.41,12.43,494.82,1433.13,0,0,47419.2
1988-05-07,29.2,12.43,505.86,1417.89,0,0,47495.2
1988-05-08,28.77,13.16,486.16,1427.77,0,0,47570
1988-05-09,28.87,13.88,474.01,1482.45,0,0,47643.8
1988-05-10,29.54,13.58,493.07,1426.94,0,0,47716.3
1988-05-11,30.16,15.33,466.05,1625.42,0,0,47787.7
1988-05-12,30.46,16.79,435.82,1822.34,0,0,47857.9
1988-05-13,28.69,17.12,289.38,1951.75,0,27.76,47926.8
1988-05-14,29.94,18.22,291.21,2091.06,0,11.67,47994.3
1988-05-15,30.97,18.36,411.53,2109.81,0,0,48060.6
1988-05-16,31.22,18.53,310.99,2132.23,0,10,48125.5
1988-05-17,28.56,19.18,331.65,2220.73,0,0,48189.1
1988-05-18,31.26,17.61,445.41,2012.57,0,0,48251.2
1988-05-19,32.05,18.07,449.72,2068.22,0,0,48311.8
1988-05-20,32.73,19.1,437.53,2209.6,0,0,48371
1988-05-21,33.68,19.01,460.55,2136.11,0,0,48428.7
1988-05-22,33.71,18.43,478.66,1993.11,0,0,48484.9
1988-05-23,33.71,19.06,466.02,2091.65,0,0,48539.4
1988-05-24,33.3,19.37,453.81,2113.27,0,0,48592.4
1988-05-25,30.5,19.32,391.38,2232.62,0,0,48643.8
1988-05-26,31.91,18.23,455.34,1976.02,0,0,48693.5
1988-05-27,31,18.29,433.02,2023.7,0,0,48741.5
1988-05-28,31.85,18.49,448.01,2017.67,0,0,48787.8
1988-05-29,31.23,19.28,414.26,2179.93,0,0,48832.4
1988-05-30,29.85,20.42,258.24,2399.17,0,4.45,48875.2
1988-05-31,30.07,20.53,260.48,2415.43,0,12.79,48916.3
1988-06-01,30.24,21.14,333.02,2507.79,0,0,48955.5
1988-06-02,31.96,20.27,405.37,2376.65,0,0,48992.9
1988-06-03,33.2,17.2,506.4,1799.87,0,0,49028.4
1988-06-04,33.34,17.65,500.81,1814.53,0,0,49062.1
1988-06-05,33.43,19.12,347.73,2212.98,0,17.75,49093.8
1988-06-06,31.94,20.74,295.62,2447.11,0,20.31,49123.7
1988-06-07,30.97,20.41,287.44,2397.28,0,19.03,49151.6
1988-06-08,30.27,21.65,326.61,2586.82,0,0,49177.5
1988-06-09,32.55,21.13,305.69,2506.06,0,5.39,49201.5
1988-06-10,33.5,21.68,415.25,2591.78,0,0,49223.5
1988-06-11,31.38,21.62,367.5,2581.55,0,0,49243.5
1988-06-12,29.97,21.76,322.7,2604.11,0,0,49261.4
1988-06-13,29.78,22.01,309.5,2644.59,0,0,49277.4
1988-06-14,31.06,21.78,360.12,2607.65,0,0,49291.3
1988-06-15,31.31,20.93,396.62,2474.78,0,0,49303.2
1988-06-16,31.45,20.22,420.17,2368.79,0,0,49313
1988-06-17,31.99,18.57,481.16,1964.13,0,0,49320.8
1988-06-18,32.69,18.86,488.77,1950.07,0,0,49326.5
1988-06-19,31,20.3,306.85,2380.53,0,6.71,49330.1
1988-06-20,30.15,21.13,271.53,2506.42,0,10.84,49331.7
1988-06-21,30.11,21.53,263.6,2568.32,0,13.46,49331.1
1988-06-22,31.82,21.95,292.7,2634.87,0,9.42,49328.6
1988-06-23,33,21.45,435.39,2552.22,0,0,49323.9
1988-06-24,33.31,21.76,432.98,2603.64,0,0,49317.2
1988-06-25,33.27,21.71,437.06,2539.01,0,0,49308.4
1988-06-26,33.85,21,468.64,2371.76,0,0,49297.6
1988-06-27,34.18,21.38,345.81,2544.64,0,21.82,49284.7
1988-06-28,34.66,21.26,473.05,2477.37,0,0,49269.8
1988-06-29,33.94,21.85,331.81,2619.17,0,16.13,49252.8
1988-06-30,33.96,22.34,321.32,2698.49,0,12.49,49233.8
1988-07-01,33.7,22.49,417.22,2723.43,0,0,49212.8
1988-07-02,32.83,22.47,298.8,2718.84,0,15.97,49189.9
1988-07-03,33.1,21.03,448.17,2490.63,0,0,49164.9
1988-07-04,32.77,21.61,428.37,2580.93,0,0,49138
1988-07-05,32.35,21.74,417.42,2601.51,0,0,49109.1
1988-07-06,30.44,22.61,250.88,2742.91,0,9.4,49078.3
1988-07-07,29.45,22.41,232.85,2708.98,0,13.03,49045.6
1988-07-08,31.82,22.5,287.55,2725.19,0,24.87,49011
1988-07-09,31.42,22.04,291.97,2649.61,0,8.48,48974.6
1988-07-10,33.5,21.87,333.71,2621.11,0,10.52,48936.3
1988-07-11,33.48,21.71,447.46,2596.78,0,0,48896.2
1988-07-12,33.62,23.04,411.21,2815.16,0,0,48854.2
1988-07-13,33.49,23.11,303.26,2826.4,0,6.69,48810.5
1988-07-14,32.56,21.55,320.87,2571.27,0,11.9,48765.1
1988-07-15,32.43,21.2,434.19,2517.23,0,0,48717.9
1988-07-16,33.32,21.06,341.84,2494.6,0,15.34,48669.1
1988-07-17,33.63,21.85,442.19,2619.03,0,0,48618.6
1988-07-18,32.79,21.97,317.03,2638.28,0,18.44,48566.4
1988-07-19,31.95,21.22,318.95,2519.55,0,6.37,48512.6
1988-07-20,31.66,22.09,292.29,2657.9,0,15.82,48457.2
1988-07-21,33.1,21.44,441.98,2553.5,0,0,48400.3
1988-07-22,33.13,21.59,328.02,2576.68,0,30.15,48341.9
1988-07-23,32.47,21.48,319.69,2560.48,0,11.57,48282
1988-07-24,32.66,21.4,324.66,2547.47,0,10.71,48220.6
1988-07-25,33.29,21.06,454.5,2494.84,0,0,48157.8
1988-07-26,32.8,20.65,456.05,2432.45,0,0,48093.5
1988-07-27,32.96,21.51,327.83,2564.44,0,10.02,48027.9
1988-07-28,32.91,21.41,439.91,2549.67,0,0,47961
1988-07-29,33.02,22.3,313.29,2692.33,0,11.27,47892.8
1988-07-30,33.48,22.47,423.62,2719.29,0,0,47823.2
1988-07-31,33.47,22.68,417.48,2754.15,0,0,47752.5
1988-08-01,33.1,21.96,322.15,2635.61,0,18.29,47680.5
1988-08-02,33.32,22,433.25,2642.81,0,0,47607.4
1988-08-03,33.67,22.53,425.68,2728.82,0,0,47533.1
1988-08-04,33.04,21.69,434.98,2593.98,0,0,47457.6
1988-08-05,33.55,21.51,447.37,2564.55,0,0,47381.1
1988-08-06,33.75,22.12,431.82,2661.9,0,0,47303.5
1988-08-07,33.5,22.25,315.96,2683.05,0,4.86,47224.9
1988-08-08,32.72,20.91,329.78,2472.39,0,8.25,47145.3
1988-08-09,32.95,21.4,323.44,2547.2,0,23.67,47064.8
1988-08-10,31.58,21.9,288.06,2627.08,0,28.47,46983.2
1988-08-11,31.44,21.7,290.34,2594.79,0,8.21,46900.8
1988-08-12,31.93,21.53,404.81,2568.33,0,0,46817.5
1988-08-13,32.71,22.07,407.48,2654.26,0,0,46733.3
1988-08-14,32.24,21.76,405.27,2605.1,0,0,46648.4
1988-08-15,31.69,22.02,288.49,2645.69,0,9.83,46562.6
1988-08-16,31.42,21.62,293.56,2581.8,0,8.35,46476.1
1988-08-17,32.48,21.79,309.31,2608.52,0,15.81,46388.8
1988-08-18,32.64,21.54,316.92,2569.11,0,13.43,46300.8
1988-08-19,32.2,21.53,411.29,2568.28,0,0,46212.1
1988-08-20,31.2,22.25,272.31,2684.06,0,10.44,46122.7
1988-08-21,33.48,22.31,314.09,2693.57,0,30.36,46032.8
1988-08-22,33.55,22.41,416.89,2709.04,0,0,45942.2
1988-08-23,33.42,22.17,420.42,2669.6,0,0,45851
1988-08-24,33.73,22.72,411.62,2761.19,0,0,45759.2
1988-08-25,33.09,22.71,298.33,2759.21,0,8.43,45667
1988-08-26,32.86,21.81,313.73,2612.27,0,28.41,45574.2
1988-08-27,32.34,21.98,301.18,2639.6,0,5.8,45480.9
1988-08-28,31.75,21.39,303.46,2546.42,0,9.62,45387.2
1988-08-29,32.77,21.82,414.9,2613.64,0,0,45293
1988-08-30,32.78,21.74,416.35,2601.52,0,0,45198.4
1988-08-31,31.68,21.91,289.09,2628.31,0,8.84,45103.4
1988-09-01,32.87,22.16,406.17,2668.28,0,0,45008
1988-09-02,32.54,23.02,372.45,2810.95,0,0,44912.2
1988-09-03,33.68,23.29,391.56,2857.39,0,0,44816.2
1988-09-04,33.78,22.4,417.98,2707.13,0,0,44719.8
1988-09-05,32.21,23.22,267.62,2846.57,0,8.83,44623.1
1988-09-06,30.77,22.75,249.19,2766.27,0,10.28,44526.2
1988-09-07,30.06,22.62,237.28,2744.87,0,9,44428.9
1988-09-08,31.49,22.14,282.68,2666.12,0,13.36,44331.5
1988-09-09,32.73,22.54,394.12,2730.71,0,0,44233.8
1988-09-10,33.32,23.66,373.18,2923.24,0,0,44136
1988-09-11,32.7,23.72,355.37,2933.53,0,0,44038
1988-09-12,32.67,23.77,352.99,2941.4,0,0,43939.8
1988-09-13,32.77,23.98,261.7,2978.78,0,2.41,43841.5
