Datetime,Daymet-tmax:degC,Daymet-tmin:degC,Daymet-srad:W/m2,Daymet-vp:Pa,Daymet-swe:kg/m2,Daymet-prcp:mm,Daymet-dayl:s
2003-04-08,29.86,19.89,394,2024.3,0,0,44863.8
2003-04-09,28.9,19.96,265.91,2331.28,0,2.69,44959.7
2003-04-10,24.58,14.11,430.93,1402.77,0,0,45055.3
2003-04-11,24.87,12.7,480.38,1214.22,0,0,45150.5
2003-04-12,27.34,11.91,541.48,1061.33,0,0,45245.3
2003-04-13,28.12,11.03,563.45,971.31,0,0,45339.7
2003-04-14,28.44,11.09,564.08,971.24,0,0,45433.7
2003-04-15,27.94,13.41,518.28,1189.9,0,0,45527.2
2003-04-16,28.85,16.12,473.22,1476.22,0,0,45620.2
2003-04-17,29.1,16.52,469.11,1517.52,0,0,45712.8
2003-04-18,29.62,17.6,452.85,1646.77,0,0,45804.8
2003-04-19,29.71,17.57,455.23,1636.69,0,0,45896.2
2003-04-20,29.34,17.62,443.12,1665.82,0,0,45987.1
2003-04-21,29.78,17.56,452.28,1637.59,0,0,46077.4
2003-04-22,30.31,17.19,470.63,1560.64,0,0,46167.1
2003-04-23,29.54,16.67,465.59,1524.08,0,0,46256.1
2003-04-24,30.76,17.14,481.47,1529.4,0,0,46344.5
2003-04-25,31.49,18.58,338.02,1967.66,0,40.3,46432.1
2003-04-26,25.52,17.94,227.56,2054.77,0,9.24,46519
2003-04-27,28.96,16.8,441.17,1820.02,0,0,46605.2
2003-04-28,29.43,19.09,385.41,2189.06,0,0,46690.6
2003-04-29,30.45,19.94,386.05,2294.85,0,0,46775.2
2003-04-30,27.37,20.12,288.54,2354.06,0,0,46858.9
2003-05-01,29.69,20.47,266.18,2406.41,0,9.73,46941.8
2003-05-02,30.99,19.39,428.45,2176.38,0,0,47023.8
2003-05-03,31.79,18.91,461.51,2051.06,0,0,47104.8
2003-05-04,32.4,19.77,453.31,2171.06,0,0,47184.9
2003-05-05,33.19,20.67,447.71,2296.73,0,0,47264
2003-05-06,33.17,21.76,416.5,2513.92,0,0,47342.1
2003-05-07,33.88,21.32,445.23,2384.89,0,0,47419.2
2003-05-08,33.2,20.85,441.93,2328.11,0,0,47495.2
2003-05-09,34.32,21.7,440.18,2445.35,0,0,47570
2003-05-10,34.07,22.52,410.18,2632.44,0,0,47643.8
2003-05-11,34.08,21.92,428.39,2501.09,0,0,47716.3
2003-05-12,33.73,21.8,426.22,2488.7,0,0,47787.7
2003-05-13,33.05,21.09,435.16,2369.79,0,0,47857.9
2003-05-14,33.18,20.37,461.34,2219.1,0,0,47926.8
2003-05-15,33.51,19.94,479.71,2125.41,0,0,47994.3
2003-05-16,33.93,20.75,467.19,2251.93,0,0,48060.6
2003-05-17,33.91,21.7,441.55,2434.72,0,0,48125.5
2003-05-18,33.22,21.48,433.32,2392.19,0,0,48189.1
2003-05-19,33.27,21.72,316.6,2598.41,0,2.88,48251.2
2003-05-20,31.81,20.75,421.2,2334.02,0,0,48311.8
2003-05-21,31.25,20.44,417.57,2299.59,0,0,48371
2003-05-22,29.54,20.09,286.21,2350.63,0,7.79,48428.7
2003-05-23,27.85,21.24,214.37,2522.41,0,6.1,48484.9
2003-05-24,31.05,19.78,327.97,2304.98,0,4.71,48539.4
2003-05-25,32.6,19.9,349.52,2322.7,0,13.94,48592.4
2003-05-26,32.84,20.89,331.83,2469.01,0,14.58,48643.8
2003-05-27,31.45,21.17,302.51,2511.39,0,54.24,48693.5
2003-05-28,28.6,21.42,230.96,2550.95,0,12.88,48741.5
2003-05-29,30.48,20.72,296.04,2442.78,0,9.42,48787.8
2003-05-30,31.19,18.49,471.61,2127.24,0,0,48832.4
2003-05-31,31.88,19.02,469.28,2198.98,0,0,48875.2
2003-06-01,32.95,21.26,432.31,2525.85,0,0,48916.3
2003-06-02,33.79,21.13,452.67,2505.12,0,0,48955.5
2003-06-03,32.05,21.47,305.1,2559.1,0,9.63,48992.9
2003-06-04,31.32,22.04,278.04,2649.66,0,2.89,49028.4
2003-06-05,31.87,22.11,288.77,2661.12,0,5.14,49062.1
2003-06-06,33.56,22.03,429.08,2647.39,0,0,49093.8
2003-06-07,31.96,23.22,264.46,2846.32,0,9.22,49123.7
2003-06-08,32.46,23.62,266.94,2915.02,0,17.64,49151.6
2003-06-09,32.22,22.63,288.57,2746.72,0,4.35,49177.5
2003-06-10,33,22.23,418.25,2679.85,0,0,49201.5
2003-06-11,33.57,22.51,317.53,2726.27,0,11.21,49223.5
2003-06-12,32.29,23.17,279.01,2837.08,0,9.84,49243.5
2003-06-13,32.69,22.61,403.18,2743.22,0,0,49261.4
2003-06-14,32.31,23.03,382.01,2814.15,0,0,49277.4
2003-06-15,32.6,23.01,295.08,2809.87,0,39.43,49291.3
2003-06-16,31.75,22.93,280.97,2796.06,0,17.89,49303.2
2003-06-17,33.29,23.22,306.08,2845.11,0,16.62,49313
2003-06-18,32.83,23.35,294.89,2868.88,0,11.84,49320.8
2003-06-19,31.83,23.5,270.76,2894.83,0,23.03,49326.5
2003-06-20,30.7,23.25,251.82,2850.64,0,37.44,49330.1
2003-06-21,30.26,22.8,255,2774.4,0,32.76,49331.7
2003-06-22,28.67,22.88,206.88,2787.35,0,9.69,49331.1
2003-06-23,28.98,22.32,237.78,2694.45,0,2.07,49328.6
2003-06-24,31.35,22.58,391.11,2738.09,0,0,49323.9
2003-06-25,31.21,21.13,437.03,2506.43,0,0,49317.2
2003-06-26,32.49,21.39,457.71,2546.01,0,0,49308.4
2003-06-27,31.68,21.88,317.26,2623.13,0,8.81,49297.6
2003-06-28,31.59,22.16,411.59,2669.27,0,0,49284.7
2003-06-29,33.37,23.21,424.91,2844.72,0,0,49269.8
2003-06-30,33.72,24.57,392.59,3087.27,0,0,49252.8
2003-07-01,33.39,24.48,291.59,3070.47,0,11.54,49233.8
2003-07-02,33.33,23.42,318.27,2880.7,0,13.01,49212.8
2003-07-03,32.73,22.91,319.48,2793.73,0,8.4,49189.9
2003-07-04,32.46,22.44,325.06,2715.2,0,5.58,49164.9
2003-07-05,31.9,22.68,309.25,2753.65,0,6.74,49138
2003-07-06,33.1,24.45,386.52,3064.21,0,0,49109.1
2003-07-07,33.05,23.61,413.19,2914.39,0,0,49078.3
2003-07-08,33.11,24.07,399.38,2994.99,0,0,49045.6
2003-07-09,33.73,23.43,434.44,2882.68,0,0,49011
2003-07-10,33.66,23.06,443.56,2819.13,0,0,48974.6
2003-07-11,34.44,23.14,456.68,2832.31,0,0,48936.3
2003-07-12,33.78,23.78,424.49,2944.02,0,0,48896.2
2003-07-13,33.16,23.37,422.72,2871.54,0,0,48854.2
2003-07-14,33.14,23.23,319.49,2848.34,0,7.3,48810.5
2003-07-15,33.61,23.12,439.54,2828.5,0,0,48765.1
2003-07-16,33,21.91,458.65,2628.84,0,0,48717.9
2003-07-17,33.13,21.75,464.54,2603.05,0,1.5,48669.1
2003-07-18,33.83,22.54,456.24,2730.53,0,0,48618.6
2003-07-19,33.89,22.82,336.1,2777.3,0,3.84,48566.4
2003-07-20,33.57,22.67,443.6,2752.6,0,0,48512.6
2003-07-21,33.97,22.65,449.41,2749.62,0,0,48457.2
2003-07-22,33.43,22.39,331.45,2707.09,0,15.83,48400.3
2003-07-23,34.21,21.68,353.36,2590.96,0,29.14,48341.9
2003-07-24,32.5,21.38,333.74,2543.97,0,26.67,48282
2003-07-25,32.97,21.17,344.1,2511.8,0,27.56,48220.6
2003-07-26,32.2,21.77,319.34,2606.59,0,10.39,48157.8
2003-07-27,33.17,23.05,409.76,2817.47,0,0,48093.5
2003-07-28,33.9,22.68,436.06,2754.62,0,0,48027.9
2003-07-29,33.76,22.82,428.37,2778.31,0,0,47961
2003-07-30,33.12,22.35,319.87,2699.49,0,14.51,47892.8
2003-07-31,33.26,22.14,434.05,2665.41,0,0,47823.2
2003-08-01,32.76,22.76,302.71,2767.96,0,10.35,47752.5
2003-08-02,31.8,22.86,280.89,2784.28,0,9.16,47680.5
2003-08-03,32.66,22.44,308.5,2714.18,0,6.66,47607.4
2003-08-04,32.42,22.82,294.21,2778.69,0,7.72,47533.1
2003-08-05,32.69,22.7,402.48,2757.05,0,0,47457.6
2003-08-06,33.28,23.17,301.11,2838.05,0,4.09,47381.1
2003-08-07,32.34,23.54,272.87,2900.61,0,13.91,47303.5
2003-08-08,31.58,23.41,259.75,2878.46,0,9.32,47224.9
2003-08-09,30.97,22.91,260.28,2793.75,0,10.93,47145.3
2003-08-10,30.81,22.49,270.09,2723.26,0,6.43,47064.8
2003-08-11,31.62,22.86,279.04,2785.32,0,11.07,46983.2
2003-08-12,33.47,22.3,435.11,2692.06,0,0,46900.8
2003-08-13,32.04,22.95,285.21,2799.2,0,16.92,46817.5
2003-08-14,30.76,23,255.29,2808.77,0,14.2,46733.3
2003-08-15,32.69,23.78,372.63,2943.92,0,0,46648.4
2003-08-16,32.23,23.42,373.51,2881.22,0,0,46562.6
2003-08-17,33.57,22.7,322.67,2756.89,0,3.83,46476.1
2003-08-18,32.9,23.09,302.51,2823.43,0,19.92,46388.8
2003-08-19,32.21,22.64,300.45,2747.84,0,9.96,46300.8
2003-08-20,30.6,22.23,370.37,2679.73,0,0,46212.1
2003-08-21,32.14,23.07,290.25,2819.92,0,15.97,46122.7
2003-08-22,31.75,22.68,391.71,2753.81,0,0.93,46032.8
2003-08-23,32.95,22.8,313.82,2773.96,0,5.53,45942.2
2003-08-24,32.85,22.73,313.99,2763.23,0,5.56,45851
2003-08-25,33.37,22.86,425.79,2784.96,0,0,45759.2
2003-08-26,32.11,23.5,280.27,2895,0,17.67,45667
2003-08-27,32.52,23.31,392.71,2861.49,0,0,45574.2
2003-08-28,31.51,23.97,255.26,2976.92,0,10.43,45480.9
2003-08-29,32.54,23.26,396.74,2853.34,0,0,45387.2
2003-08-30,33.23,23.85,395.96,2956.05,0,0,45293
2003-08-31,33.03,24.31,375.84,3038.59,0,0,45198.4
2003-09-01,32.39,24.14,272.37,3007.91,0,5.01,45103.4
2003-09-02,31.51,22.81,384.86,2776.44,0,0,45008
2003-09-03,32.61,22.89,307.59,2788.9,0,3.35,44912.2
2003-09-04,31.8,23.61,273.51,2912.81,0,9.73,44816.2
2003-09-05,28.2,23.02,193.89,2812.17,0,26.41,44719.8
2003-09-06,32.1,23.64,280.7,2919.74,0,3.37,44623.1
2003-09-07,32.84,23.99,381.24,2981.65,0,0,44526.2
2003-09-08,32.45,23.78,376.53,2943.09,0,0,44428.9
2003-09-09,31.72,22.03,411.66,2647.12,0,0,44331.5
2003-09-10,32.2,22.27,413.59,2686.52,0,0,44233.8
2003-09-11,31.27,22.38,387.78,2704.18,0,0,44136
2003-09-12,32.52,21.39,440.86,2546.8,0,0,44038
2003-09-13,32.12,21.37,430.78,2543.22,0,0,43939.8
2003-09-14,32.4,22.62,300.45,2744.06,0,5,43841.5
2003-09-15,31.96,22.96,378.07,2800.71,0,0,43743
2003-09-16,31.71,21.62,411.43,2582.8,0,0,43644.5
2003-09-17,31.91,22.62,289.23,2744.84,0,6.36,43545.9
2003-09-18,32.66,21.78,422.98,2607.96,0,0,43447.2
2003-09-19,33.65,21.9,433.63,2626.64,0,0,43348.5
2003-09-20,32.74,23.44,280.18,2883.12,0,10.37,43249.7
2003-09-21,32.89,23.42,375.87,2881.03,0,0,43150.9
2003-09-22,32.64,23.34,371.66,2866.17,0,0,43052.2
2003-09-23,30.67,22.92,331.88,2794.39,0,0,42953.4
2003-09-24,32.07,22.68,283.01,2753.76,0,10.04,42854.8
2003-09-25,32.03,23,273.61,2808.6,0,23.27,42756.1
2003-09-26,30.78,22.45,261.33,2716.89,0,17.95,42657.6
2003-09-27,31.57,22.53,273.24,2729.21,0,13.8,42559.2
2003-09-28,31.63,22.3,278.25,2692.2,0,35.03,42460.8
2003-09-29,27.95,22.11,198.46,2660.75,0,27.84,42362.7
2003-09-30,29.24,22.45,298.16,2715.94,0,0,42264.6
2003-10-01,29.25,22.78,285.48,2770.45,0,0,42166.8
2003-10-02,28.02,21.48,293.75,2560.3,0,0,42069.1
2003-10-03,30.78,21.1,384.01,2500.42,0,0,41971.7
2003-10-04,30.18,21.49,356.31,2561.03,0,0,41874.5
2003-10-05,31.14,21.49,374.24,2561.29,0,0,41777.5
2003-10-06,31.1,21.54,369.65,2568.83,0,0,41680.8
2003-10-07,30.8,21.18,370.37,2513.12,0,0,41584.4
2003-10-08,31.71,20.48,401.1,2407.6,0,0,41488.4
2003-10-09,31.59,20.57,394.61,2420.69,0,0,41392.6
2003-10-10,31.12,20.6,383.19,2425.46,0,0,41297.2
2003-10-11,31.27,21.15,369.69,2509.26,0,0,41202.2
2003-10-12,32.7,21.89,376.56,2624.9,0,0,41107.6
2003-10-13,32.8,21.76,379.02,2603.78,0,0,41013.4
2003-10-14,32.38,21.83,367.65,2615.24,0,0,40919.7
2003-10-15,28.84,20.68,319.34,2437.12,0,0,40826.4
2003-10-16,29.68,17.13,417.62,1952.62,0,0,40733.6
2003-10-17,29.5,17.46,405.78,1994.31,0,0,40641.3
2003-10-18,29.56,18.63,380.87,2145.6,0,0,40549.6
2003-10-19,29.28,18.41,378.97,2116.45,0,0,40458.4
2003-10-20,29.01,18.87,360.92,2178.09,0,0,40367.8
2003-10-21,29.89,18.55,380.35,2135.78,0,0,40277.8
2003-10-22,30.11,16.26,418.1,1847.23,0,0,40188.5
2003-10-23,30.28,16.7,408.82,1900.1,0,0,40099.8
2003-10-24,30.49,16.38,411.3,1862.2,0,0,40011.8
2003-10-25,30.47,16.79,300.62,1910.55,0,8.15,39924.5
2003-10-26,30.61,19.73,344.88,2298.02,0,0,39838
2003-10-27,30.79,18.9,361.5,2182.79,0,0,39752.2
2003-10-28,28.31,20.19,209.07,2364.09,0,9.63,39667.2
2003-10-29,27.78,18.42,311.68,2118.49,0,0,39583
2003-10-30,28.93,17,360.8,1936.33,0,0,39499.7
2003-10-31,29.03,18.08,335.22,2073.82,0,0,39417.3
2003-11-01,29.13,19.38,303.55,2249,0,0,39335.8
2003-11-02,29.27,19.77,221.45,2303.71,0,30.82,39255.2
2003-11-03,29.38,20.64,204.63,2431.77,0,14.83,39175.6
2003-11-04,29.05,21,190.99,2485.74,0,4.67,39097
2003-11-05,29.93,21.12,203.26,2504.5,0,9.13,39019.4
2003-11-06,28.45,21.76,162.14,2603.76,0,4.25,38942.9
2003-11-07,29.48,20.41,279.09,2397.18,0,0,38867.4
2003-11-08,30.07,20.81,281.1,2456.64,0,0,38793.1
2003-11-09,28.79,21.01,246.72,2488.11,0,0,38720
2003-11-10,29.05,21.75,232.39,2602.4,0,0,38648
2003-11-11,28.4,20.3,257.25,2380.39,0,0,38577.2
2003-11-12,28.67,18.6,304.47,2142.69,0,0,38507.7
2003-11-13,28.24,16.76,333.19,1906.98,0,0,38439.4
2003-11-14,27.46,13.15,375.45,1512.09,0,0,38372.5
2003-11-15,26.92,12.78,372.38,1475.18,0,0,38306.9
2003-11-16,27.62,16.03,328.99,1820.37,0,0,38242.7
2003-11-17,27.88,17.97,292.78,2059.15,0,0,38179.8
2003-11-18,28.85,19.64,272.29,2285.74,0,0,38118.4
2003-11-19,26.52,19.32,170.53,2240.91,0,3.43,38058.5
2003-11-20,25.51,12.42,355.7,1440.7,0,0,38000.1
2003-11-21,26.59,13.05,356.88,1501.82,0,0,37943.1
2003-11-22,26.65,13.53,349.6,1549.71,0,0,37887.8
2003-11-23,27.58,14.61,343.17,1662.52,0,0,37834
2003-11-24,28.07,15.34,336.47,1742.13,0,0,37781.8
2003-11-25,27.39,15.75,319.71,1788.91,0,0,37731.2
2003-11-26,27.36,17.4,287.23,1986.24,0,0,37682.4
2003-11-27,27.85,15.95,319.4,1811.29,0,0,37635.2
2003-11-28,28.94,15.51,335.6,1761.63,0,0,37589.8
2003-11-29,20.05,8.14,337.61,1082.31,0,0,37546
2003-11-30,23.14,7.39,375.09,1028.63,0,0,37504.1
2003-12-01,24.1,9.95,352.7,1223.08,0,0,37464
2003-12-02,25.45,8.96,370.29,1144.34,0,0,37425.7
2003-12-03,25.66,10.17,356.82,1241.14,0,0,37389.2
2003-12-04,26.38,12.98,325.92,1494.64,0,0,37354.6
2003-12-05,26.14,15.37,210.24,1745.89,0,6.97,37321.9
2003-12-06,17.88,11.61,190.32,1366.02,0,0,37291.1
2003-12-07,20.79,5.18,361.18,883.04,0,0,37262.2
2003-12-08,22.88,6.34,362.84,957.18,0,0,37235.3
2003-12-09,23.61,8.34,344.67,1096.97,0,0,37210.3
2003-12-10,23.66,11.98,216.85,1400.23,0,4.31,37187.3
2003-12-11,20.52,11.32,244.99,1340.47,0,0,37166.3
2003-12-12,21.75,6.84,338.72,990.62,0,0,37147.3
2003-12-13,23.87,7.23,351.24,1017.3,0,0,37130.3
2003-12-14,23.11,11.31,215.32,1339.2,0,22.96,37115.4
2003-12-15,21.26,8.57,306.66,1114.38,0,0,37102.5
2003-12-16,24.02,9.8,241.29,1210.99,0,28.03,37091.7
2003-12-17,22.34,14.04,161.89,1601.58,0,2.6,37082.9
2003-12-18,20.75,3.68,358.49,795.07,0,0,37076.1
2003-12-19,19.29,4.95,327.32,868.96,0,0,37071.5
2003-12-20,15.32,4.03,285.63,814.95,0,0,37068.9
2003-12-21,17.65,3,334.45,757.51,0,0,37068.3
2003-12-22,21.31,5.02,346.28,873.14,0,0,37069.9
2003-12-23,23.34,8.87,319.54,1137.24,0,0,37073.5
2003-12-24,25.49,12.45,293.24,1444.1,0,0,37079.2
2003-12-25,21.95,8.53,306.91,1111.93,0,0,37086.9
2003-12-26,24,9.75,313.01,1207.16,0,0,37096.7
2003-12-27,23.64,10.79,292.56,1294.15,0,0,37108.6
2003-12-28,24.24,10.52,304.91,1270.83,0,0,37122.5
2003-12-29,25.22,11.77,298.35,1381.09,0,0,37138.4
2003-12-30,27.05,13.06,302.81,1502.43,0,0,37156.4
2003-12-31,26.23,12,309.02,1401.89,0,0,37176.4
2004-01-01,26.45,13.28,290.16,1524.75,0,0,37198.4
2004-01-02,26.17,14.57,264.56,1657.54,0,0,37222.4
2004-01-03,26.57,14.87,265.77,1690.4,0,0,37248.4
2004-01-04,27.13,15.69,260.28,1781.17,0,0,37276.3
2004-01-05,27.32,14.13,291.2,1610.96,0,0,37306.1
2004-01-06,27.07,13.93,291.7,1590.77,0,0,37337.9
2004-01-07,19.23,11.36,203.16,1343.42,0,0,37371.5
2004-01-08,22.66,8.67,317.96,1122.13,0,0,37407
2004-01-09,24.75,8.71,342.64,1102.53,0,0,37444.4
2004-01-10,16.52,9.54,186.9,1189.91,0,0,37483.6
2004-01-11,20.83,4.22,360.39,792.68,0,0,37524.7
2004-01-12,22.36,5.37,363.57,846.78,0,0,37567.5
2004-01-13,22.39,7.75,334.7,1023.66,0,0,37612.1
2004-01-14,21.36,5.65,352.83,876.94,0,0,37658.4
2004-01-15,22.97,6.23,363.9,893.02,0,0,37706.4
2004-01-16,22.19,7.04,346.57,963.96,0,0,37756.1
2004-01-17,24.36,7.74,362.97,980.88,0,0,37807.4
2004-01-18,21.7,10.57,211.05,1274.6,0,28.24,37860.4
2004-01-19,23.85,14.2,245.71,1618.68,0,0,37915
2004-01-20,18.47,10.84,208.75,1298,0,0,37971.2
2004-01-21,22.43,7.05,358.67,908.87,0,0,38028.8
2004-01-22,22.27,7.54,351.68,947.01,0,0,38088
2004-01-23,19.54,5.64,345.03,853.88,0,0,38148.7
2004-01-24,20.61,3.23,392.22,681.22,0,0,38210.8
2004-01-25,25,4.08,418.23,677.9,0,0,38274.3
2004-01-26,27.42,7.95,404.48,881.48,0,0.88,38339.2
2004-01-27,25.34,16.67,228.2,1896.66,0,1.8,38405.5
2004-01-28,20.17,7.13,337.87,954.73,0,0,38473.1
2004-01-29,21.88,5.4,389.52,792.83,0,0,38542
2004-01-30,20.34,7.5,251.51,1036.38,0,14.89,38612.1
2004-01-31,20.79,11.98,187.21,1400.17,0,11.75,38683.5
2004-02-01,25.78,13.98,307.52,1595.28,0,0,38756.1
2004-02-02,24.67,12.19,325.41,1419.23,0,0,38829.8
2004-02-03,25.16,10.54,363.03,1239.21,0,0,38904.7
2004-02-04,26.89,11.47,372.76,1293.82,0,0,38980.7
2004-02-05,27.01,15.55,300.73,1766.27,0,0,39057.7
2004-02-06,27.88,18.04,261.43,2068.22,0,0,39135.8
2004-02-07,21.51,15.9,168.18,1805.91,0,0,39214.9
2004-02-08,20.01,5.91,380.48,915.85,0,0,39295
2004-02-09,25.97,7.61,424.64,945.47,0,0,39376.1
2004-02-10,27.23,11.45,391.13,1244.39,0,0,39458.1
2004-02-11,27.6,14.93,337.83,1638.63,0,0.27,39540.9
2004-02-12,27.97,15.74,330.24,1734.96,0,0,39624.7
2004-02-13,25.58,16.41,268.64,1865.9,0,0,39709.2
2004-02-14,28.06,16.46,243.23,1871.84,0,8.31,39794.6
2004-02-15,25.37,15.72,290.56,1785.52,0,1.19,39880.8
2004-02-16,21.52,9.87,355.85,1178.01,0,0,39967.7
2004-02-17,18.3,9.73,286.08,1205.39,0,0,40055.3
2004-02-18,17.89,5.19,390.36,849.99,0,0,40143.7
2004-02-19,21.6,3.94,458.76,713.4,0,0,40232.7
2004-02-20,23.84,7.02,446.32,876.19,0,0,40322.4
2004-02-21,26,12.45,390.28,1309.98,0,0,40412.7
2004-02-22,26.01,12.41,393.76,1300.09,0,0,40503.6
2004-02-23,27.77,13.3,409.13,1341.08,0,0,40595
2004-02-24,28.71,15.09,396.09,1507.45,0,0,40687
2004-02-25,22.22,17.01,139.08,1937.34,0,36.04,40779.6
2004-02-26,24.29,16.7,261.95,1899.72,0,0,40872.6
2004-02-27,19.29,11.77,276.71,1380.9,0,0,40966.1
2004-02-28,21.55,6.83,453.7,947.6,0,0,41060.1
2004-02-29,24.01,8.72,457.86,1056.46,0,0,41154.5
2004-03-01,25.17,12.08,414.66,1355.22,0,0,41249.3
2004-03-02,26.98,15.25,379.6,1695.96,0,0,41344.5
2004-03-03,27.44,16.28,366.11,1826.46,0,0,41440.1
2004-03-04,28.03,17.11,361.44,1926.53,0,0,41536
2004-03-05,28.72,18.25,351.43,2079.25,0,0,41632.2
2004-03-06,30.31,18.29,387.46,2005.35,0,0,41728.7
2004-03-07,28.94,18.25,359.62,2058.87,0,0,41825.6
2004-03-08,24.58,14.37,360.85,1636.17,0,0,41922.6
2004-03-09,23.97,7.49,495.93,934.37,0,0,42020
2004-03-10,21.71,7.14,476.06,931.42,0,0,42117.5
2004-03-11,23.45,7.19,500.95,900.51,0,0,42215.3
2004-03-12,24.3,8.59,491.22,991.51,0,0,42313.2
2004-03-13,25.87,10.07,488.81,1084.44,0,0,42411.3
2004-03-14,25.87,12.41,444.95,1313.17,0,0,42509.6
2004-03-15,27.68,16.97,371,1859.83,0,0,42607.9
2004-03-16,26.72,18.1,233.4,2075.92,0,5.14,42706.4
2004-03-17,27.22,16.89,365.62,1882.84,0,0,42805
2004-03-18,27.5,12.88,469.71,1307.72,0,0,42903.7
2004-03-19,27.66,13.15,467.78,1330.79,0,0,43002.4
2004-03-20,27.99,14.68,445.58,1494.19,0,0,43101.1
2004-03-21,28.35,13.7,475.66,1360.29,0,0,43199.9
2004-03-22,26.04,13.26,445.16,1376.05,0,0,43298.7
2004-03-23,24.23,11.73,446.57,1255.26,0,0,43397.4
2004-03-24,24.17,12.21,436.43,1297.44,0,0,43496.1
2004-03-25,25.73,14.3,421.2,1469.42,0,0,43594.8
2004-03-26,26.76,15.97,400.91,1521.96,0,0,43693.3
2004-03-27,27.02,15.9,408.69,1497.5,0,0,43791.8
2004-03-28,27.89,14.1,472.56,1226.41,0,0,43890.2
2004-03-29,27.13,12.7,490.35,1100.83,0,0,43988.5
2004-03-30,27.64,11.74,517.85,994.14,0,0,44086.6
2004-03-31,27.93,12.31,512.25,1035.29,0,0,44184.5
2004-04-01,25.21,13.6,428.97,1269.05,0,0,44282.3
2004-04-02,25.67,8.22,547.14,769.22,0,0,44379.8
2004-04-03,26.29,8.87,543.66,801.23,0,0,44477.2
2004-04-04,26.69,10.51,521.31,913.8,0,0,44574.2
2004-04-05,27.48,10.28,535.04,877.42,0,0,44671.1
2004-04-06,28.01,10.15,541.7,857.38,0,0,44767.6
2004-04-07,28.41,11.3,526.8,938.09,0,0,44863.8
2004-04-08,31.47,13.77,528.38,1071.98,0,0,44959.7
2004-04-09,28.94,16.65,420.41,1506.7,0,0,45055.3
2004-04-10,30.44,18.15,418.35,1643.52,0,0,45150.5
2004-04-11,30.79,17.77,323.29,1814.77,0,25.62,45245.3
2004-04-12,26.61,18.83,215.08,2173.19,0,17.6,45339.7
2004-04-13,27.57,19.34,226.93,2243.86,0,3.77,45433.7
2004-04-14,23.56,11.59,437.5,1293.05,0,0,45527.2
2004-04-15,24.79,8.62,526.58,979.6,0,0,45620.2
2004-04-16,25.41,8.02,543,923.36,0,0,45712.8
2004-04-17,25.89,11.16,492.19,1182.93,0,0,45804.8
2004-04-18,26.41,14.1,436.86,1371.54,0,0,45896.2
2004-04-19,27.19,14.33,450.19,1364.67,0,0,45987.1
2004-04-20,27.35,13.28,481.6,1229.99,0,0,46077.4
2004-04-21,28.03,13.75,484.17,1257.37,0,0,46167.1
2004-04-22,29.64,14.06,506.21,1237.18,0,0,46256.1
2004-04-23,29.84,15.9,467.64,1450.51,0,0,46344.5
2004-04-24,30.28,16.95,449.85,1575.68,0,0,46432.1
2004-04-25,29.86,18.55,393.27,1858.88,0,0,46519
2004-04-26,30.99,18.16,432.97,1717.24,0,0,46605.2
2004-04-27,30.1,18.96,285.9,2134.53,0,21.22,46690.6
2004-04-28,28.33,16.28,421.47,1669.16,0,0,46775.2
2004-04-29,28.82,17.33,300.35,1977.54,0,6.47,46858.9
2004-04-30,30.37,18.24,423.49,1813.9,0,0,46941.8
2004-05-01,30.86,19.41,404.03,1905.75,0,0,47023.8
2004-05-02,31.33,21.65,255.53,2586.66,0,6.04,47104.8
2004-05-03,28.84,21.79,199.33,2608.96,0,17.56,47184.9
2004-05-04,27.83,19.33,329.02,2218.01,0,0,47264
2004-05-05,28.42,16.12,457.35,1601.75,0,0,47342.1
2004-05-06,29.08,15.07,501.54,1429.65,0,0,47419.2
2004-05-07,29.57,16.22,486.22,1556.26,0,0,47495.2
2004-05-08,29.41,14.99,514.52,1399.89,0,0,47570
2004-05-09,29.59,17.15,464.99,1681.84,0,0,47643.8
2004-05-10,29.16,18.24,422.5,1878.91,0,0,47716.3
2004-05-11,30.18,19.03,426.72,1954.83,0,0,47787.7
2004-05-12,30.23,20.61,373.5,2266.19,0,0,47857.9
2004-05-13,30.21,20.79,365.31,2309.82,0,0,47926.8
2004-05-14,30.09,20.37,378.96,2220.09,0,0,47994.3
2004-05-15,30.63,20.37,401.7,2113.01,0,0.78,48060.6
2004-05-16,30.15,20.68,382.27,2198.68,0,0,48125.5
2004-05-17,30.59,21.21,381.02,2268.37,0,0,48189.1
2004-05-18,30.06,20.43,394.81,2135.32,0,0,48251.2
2004-05-19,30.12,19.91,417.53,2016.99,0,0,48311.8
2004-05-20,30.98,19.06,469.09,1802.21,0,0,48371
2004-05-21,31.1,18.63,484.86,1723.25,0,0,48428.7
2004-05-22,31.62,18.38,503.61,1656.7,0,0,48484.9
2004-05-23,31.39,17.96,509.82,1603.18,0,0,48539.4
2004-05-24,31.72,17.39,527.43,1513.9,0,0,48592.4
2004-05-25,31.66,16.81,535.98,1445.49,0,0,48643.8
2004-05-26,32.78,18.22,537.31,1263.63,0,0,48693.5
2004-05-27,34.35,19.36,537.22,1339.81,0,0,48741.5
2004-05-28,34.32,19.74,527.39,1392.07,0,0,48787.8
2004-05-29,34.17,19.42,529.63,1360.7,0,0,48832.4
2004-05-30,34.72,20.76,508.54,1521.13,0,0,48875.2
